h_tag,group_name,id_shape,n_relay_instances,relays_or_relay_keys
cfd87d336a02bfe4b4a0571cda4dd88660e0f6e009e18aa2c601f3564996a37d,,random hex-64,1,wss://groups.0xchat.com
cfe20e73bb320562e2741ce9d5fd118dd367f7b4ecbf6020ad71a2882715281d,"FODA-SE O ESTADO; cc, cartão clonado, conta lara, documentos editáveis.",random hex-64,1,wss://groups.0xchat.com
cfe9a1dbf90fddbdd0924952b43418453753f24bb6d97270c36bf4e9de8bb98e,JF | Relay and Services ,random hex-64,1,wss://groups.0xchat.com
cghal092y9qg,Wisp Community,random alnum,1,wss://groups.0xchat.com
chachi,chachi,human-readable slug,1,wss://groups.0xchat.com
chafeakrup,Minecraft,random letters,1,wss://relay.scuba323.com
chiokgeikbae,joinstr,random letters,1,wss://groups.0xchat.com
ckodogmf4qzd,,random alnum,1,wss://groups.0xchat.com
clirslefat,,random letters,1,wss://groups.0xchat.com
clmIhpmP5XJVChsRmWYK,Test group 2026 03 25,human-readable slug,1,wss://relay.fountain.fm
closed-test-5293,,human-readable slug,1,wss://groups.0xchat.com
codleidglour,Test,random letters,1,wss://groups.0xchat.com
conspiracy,Conspiracy,random letters,1,wss://groups.0xchat.com
crypto-7fff3c92beb7,,human-readable slug,1,wss://groups.0xchat.com
d03368863f0d11e7061f2feb4091b89da125769f1aa0d45a2d94f516f7b3297a,close group,random hex-64,1,wss://groups.0xchat.com
d083a8b47cf95e6c65c4f7de02f162e6d87c9903f3c085ee8fd8f6573131e3f9,ا,random hex-64,1,wss://groups.0xchat.com
d0973394c2ea6fe76d0d30866536af7daf70befece4d4d40df73539679ca11f3,NEOBAKUFU,random hex-64,1,wss://groups.0xchat.com
d0a13be2e2f57ddcd31efd455524d48cab536567fe808b2e1068b2a11c5bd56b,Satoshi Syndicate,random hex-64,1,wss://groups.0xchat.com
d0e5a72eff0167af4652f9c63d91712391dc71f7c7744e54a957a37e9639c10f,sjsjns,random hex-64,1,wss://groups.0xchat.com
d0eaee3e31576c800641288e3837953a9ea40e89eb2b907490b164355beff17d,Gajos porreiros,random hex-64,1,wss://groups.0xchat.com
d0f53421df79b3ea23e3db10b962e78697bf24106bd42a3e85f6e5e9a4ac7bc0,FOP,random hex-64,1,wss://groups.0xchat.com
d1217e1811883a6e3189d41ea290fe0e,lotus-test-group,random hex-32,1,wss://groups.0xchat.com
d1a2d4361c6744b4,,random hex-16,1,wss://groups.0xchat.com
d24c6d45f4ef9f5787102fd06115530668aed9487a8f131f5d980cfff578007c,Tlatoani,random hex-64,1,wss://groups.0xchat.com
d24da0d465f52bce56d968193f168ee8f62e27b7d47c0a69d96bb44087661e5d,teste open group,random hex-64,1,wss://groups.0xchat.com
d32a228e400ad5ffbaa91e054ecc95d8b98a24d08ce5efcb83849df94608dbe2,IrOnChain,random hex-64,1,wss://groups.0xchat.com
d37e30a4bec0219fb090a5c13d2f60164d593cc790b83c7f551fc5bc2c19851c,jo,random hex-64,1,wss://groups.0xchat.com
d3eca615562afb5d28b474e0736711551adf009262e5ef6291d592c39458dca3,"Within you I lose myself, without you I find myself wanting to be lost again",random hex-64,1,wss://groups.0xchat.com
d44a62fe595b5caf,,random hex-16,1,wss://groups.satsdisco.com
d5156d,#,random hex-6,1,wss://relay29.notoshi.win
d5166d,'as,random hex-6,1,wss://relay29.notoshi.win
d59e32,horse,random hex-6,1,wss://groups.fiatjaf.com
d59fd86ca6e37a14b15d309de1997d58c75c6428011a24b7730ea17b111e9efa,test-closed-group,random hex-64,1,wss://groups.0xchat.com
d5c9989969caddb87897181da04f3455,NoorNote,random hex-32,1,wss://groups.0xchat.com
d5fac3,nsite,random hex-6,1,wss://groups.hzrd149.com
d638ea9300b22c6f9202ad2558d889e77479b4adbd08ead95f2edd18b202be40,kodx,random hex-64,1,wss://groups.0xchat.com
d68911d38d6c0237c5021288e4b12a2f5e716331d4453b47b835540aa31e7fdf,Larry Fink ,random hex-64,1,wss://groups.0xchat.com
d6b90ab849b4569373b6ed58c6882f714e19ccf19d780a3e99d7ab0b66d774c6,Einundzwanzig,random hex-64,1,wss://groups.0xchat.com
d6d74596365ca89b7eee108f1afd54884c25948ebc03313adedace84ce75f0c7,jhj,random hex-64,1,wss://groups.0xchat.com
d76c7457077c6d406fa0917704ef777c60274bfa08a3122471222375253e92f6,Xilky$tar Airdrop's Channel,random hex-64,1,wss://groups.0xchat.com
d79c73d35601c773518edb202ee52155ad4835967916007726340685ddf152fc,BTC Mannheim on nostr,random hex-64,1,wss://groups.0xchat.com
d7a86fdd3d556e83319740370ed99267535ae2778e3c9815855183e921f5e698,Macacada³🌌☄️,random hex-64,1,wss://groups.0xchat.com
d7b4ac138c912306c1492985f67f2c8c21089814cf9434e55f3d961a7aac5602,2222,random hex-64,1,wss://groups.0xchat.com
d8166d,'as,random hex-6,1,wss://relay29.notoshi.win
d81d529761504c5318269ef0fea92ff2b390241c59650a37c1175cb123c476d9,Cosa Nostr CZSK,random hex-64,1,wss://groups.0xchat.com
d8371e2eb0b431b18f99ca49bf7f1031c780340c3d42723210fe9c235ca7a8b6,,random hex-64,1,wss://strfry.ymir.cloud
d83ca3b1c072c398,Jabs board,random hex-16,1,wss://basspistol.org
d83d876f5c7083f717dc397ee9d0bc57701eb000830c98ae32047718285f08be,Vacation,random hex-64,1,wss://groups.0xchat.com
d87f32,,random hex-6,1,wss://groups.fiatjaf.com
d883f6b354e71e0595a1fff322df88d0146bfc5963384fec38c792a8fd383eb6,crypto soup!,random hex-64,1,wss://groups.0xchat.com
d89d1e6cec0ee89a595edb2bda65e981a3e3ea1d6c1d6caf7c42300f5b178323,cocktributes,random hex-64,1,wss://groups.0xchat.com
d8e5ec9db5b0b2d6f87ab042605593240c6de79a5266fb803cf1ff1b0f9f694b,??? just a test,random hex-64,1,wss://groups.0xchat.com
d8fc34a4059c9a402ef4cc98f60b0609551e5e9bcfd9f14d11f2f9eb0e0e0a4a,test 3,random hex-64,1,wss://groups.0xchat.com
d91e529203b3799d826da8ded929572ae003c81d47b7a85b9fd8899b6538aa72,Regular Chat,random hex-64,1,wss://groups.0xchat.com
d92ec7e5f8ac7874c32590e2077b35070c6eda1c0ba98809bbb93cb0e52e6679,nostr High Council,random hex-64,1,wss://groups.0xchat.com
d92ef5,bitvid Community,random hex-6,1,key:00bb97ab
d93f38725c2f9667,,random hex-16,1,wss://groups.yugoatobe.com
d95250c5313d1b564663d08a0d3ba95646017a9062a3625241d06ef6a882c693,~~,random hex-64,1,wss://groups.0xchat.com
d957d26d-a3b3-516a-80cf-d89e6902ee0d,d957d26d-a3b3-516a-80cf-d89e6902ee0d,uuid,1,wss://newlay.relay.tools
d99f40,,random hex-6,1,wss://groups.fiatjaf.com
d9t6ijol1guo,Vibe Coding,random alnum,1,wss://groups.0xchat.com
dBhLDxUjJUyLDbYt,Habla,human-readable slug,1,wss://groups.0xchat.com
da95ee16ab5eb8876cccb7fe71aa6eaa674dd49a531d641727accc7cbbb2a39c,,random hex-64,1,wss://groups.0xchat.com
da997d29bcb2581c9f42072973b7c799d5d7f2d6d0e9b55830954196fdd4d6ea,Haha,random hex-64,1,wss://groups.0xchat.com
daB8V1ZISRMP7aX0,justMessingAround,random alnum,1,wss://groups.0xchat.com
dab42a1029aa579c,,random hex-16,1,wss://groups.satsdisco.com
dab98358c6ce677346c874c5788ee199f3fc70c4e9629594b7f914388d444b1a,Руф.Поинт,random hex-64,1,wss://groups.0xchat.com
dacd10d4621ab0b4afdbb8aa32accd2dd500e80a92081a6cda6e3bc2a02e0468,test,random hex-64,1,wss://groups.0xchat.com
db476081ce37f876195c1cf4f47c7be8cc7f5f3380f6cf641bea37e307457ac2,testgroupname,random hex-64,1,wss://groups.0xchat.com
db50d7863844eed62e1eaedc67f4b4547229d44fc69eff02be98695eeb544777,yes ,random hex-64,1,wss://groups.0xchat.com
db698c43f28b36b21b60da72265c9a49874feb5ce3f19806e9854065144f8be2,test,random hex-64,1,wss://groups.0xchat.com
db8942435a8de8229b2952d4e067a17d4de68f64ac478c6e1ab21da421809c09,涵涵,random hex-64,1,wss://groups.0xchat.com
db8fee71867abd12,,random hex-16,1,wss://groups.yugoatobe.com
dba0cc8ca4cc9485,,random hex-16,1,wss://groups.0xchat.com
dbcad9e048ed72096ea29c2368a6c7d126a4b45769f50accf36bc5ada0d27799,btcinfo,random hex-64,1,wss://groups.0xchat.com
dbdb618e970fd68b0a8e149ab6c9f8ddef753b20a1baca7ad89e92563ad91358,uru4,random hex-64,1,wss://groups.0xchat.com
dbdee1e0be4ebe5c,,random hex-16,1,wss://groups.yugoatobe.com
dbg71781129434322,,human-readable slug,1,wss://groups.0xchat.com
dbgbash1781127343,,human-readable slug,1,wss://groups.0xchat.com
dc31ec39ef0a18cafd0fbdda12da5ffe34f4bcca483000d4ee3ed435ae3b9a17,The Dells,random hex-64,1,wss://groups.0xchat.com
dc99b9f0554b4d777240eb47a7c0a722bbe3c8b3c80b3a553acc0e9becdfb5f5,MicroPythonOS,random hex-64,1,wss://groups.0xchat.com
dce45fce0e8a95f321e95988f6cee49a7ad3f22612947a30e79fb627e56678ac,Star Citizen ,random hex-64,1,wss://groups.0xchat.com
dd1b1a689a15da5047f55432e5deadbd96f3d8d15ae9f00309a2bc137ad8de83,the seals,random hex-64,1,wss://groups.0xchat.com
dd894f845ebd28c5d61871bbeff1e8e07af9a55bd7309a44a9b9e563ab9cc62a,Kernow Admin,random hex-64,1,wss://groups.0xchat.com
ddadc25c066cdb4d730467ac6132f709,Tedt,random hex-32,1,wss://groups.0xchat.com
ddc024c28d3a960b682ab4348689d85424910a2203ea3093bd7772c637c0fb2a,,random hex-64,1,wss://groups.0xchat.com
ddea354c46d2f1a4f4f535d6a0c774152c3c2c7b69ef933a0a2900fef2e455c1,Sats Cats Club,random hex-64,1,wss://groups.0xchat.com
ddf04fb39d0ffcec3c2cd2fbf07d397054a04612adfc026e5244701bffb27278,open_closed,random hex-64,1,wss://groups.0xchat.com
de10d77c248de6bc691035d3dc0c482ee8bc74325c217b7f05b0ffa13abb9158,Wishfull thinking,random hex-64,1,wss://groups.0xchat.com
de43e98361ccf38cce6c8fb237e00f376b3e938bf5effc6564ad56929ae7a571,Ordem Natural ,random hex-64,1,wss://groups.0xchat.com
de65e55c2810a053,,random hex-16,1,wss://groups.satsdisco.com
de871f39ded5ed03a00ec919e226d0966e7bc737d81c168ddfc8fba84e093996,Sperm,random hex-64,1,wss://groups.0xchat.com
de99cd252fb4591b153b7e93b9f7a27374e07fbb439a9508f6ac49498e1c2906,test,random hex-64,1,wss://groups.0xchat.com
dec3440798276d6e9f05a3df1b118b90214b39378d85e89b5eb10ed79e5da67a,self-sovereign browser,random hex-64,1,wss://groups.0xchat.com
def0dbee17a4967e1d4a68968c2fdbba3203ce527a07886222984b8295c2dec4,test group,random hex-64,1,wss://groups.0xchat.com
dekkeilshur,test,random letters,1,wss://groups.0xchat.com
del-15026,del-15026,human-readable slug,1,wss://newlay.relay.tools
del2-15278,del2-15278,human-readable slug,1,wss://newlay.relay.tools
delfix-5201,delfix-5201,human-readable slug,1,wss://newlay.relay.tools
demo-1783616186,Mod Group,human-readable slug,1,wss://newlay.relay.tools
df1fdeec22c313db900013c45c7458ec7483e127dc633f59a297173e2fce2ee2,test3,random hex-64,1,wss://groups.0xchat.com
dhg7ogpot65x,Monero,random alnum,1,wss://groups.0xchat.com
dlvhb6331470,Nulls Home,random alnum,1,wss://chat.wisp.talk
doultidjil,Testing,random letters,1,wss://groups.0xchat.com
dreinplumsha,t tu uuyhh,random letters,1,wss://groups.0xchat.com
dreplirsae,Let's Fo Live,random letters,1,wss://groups.0xchat.com
drirdavun,,random letters,1,wss://chat.wisp.talk
droudtreinsin,Art,random letters,1,wss://groups.0xchat.com
dyne-agora,Dyne Chat,human-readable slug,1,wss://relay.dyne.org
e02c2ac1cd27f15c4217e3569831c0f341644b29b3b2b73395a3b14da745990e,Bitcoin Byltingin,random hex-64,1,wss://groups.0xchat.com
e047edd26570dfa5fc35ca2932e25760bfb18fdb7affecac4571e26682e08f15,hubei,random hex-64,1,wss://groups.0xchat.com
e09746a95aaf4acce442eece3cfaaf3aa59b04423158f4a8817b650440bfd242,closed group ,random hex-64,1,wss://groups.0xchat.com
e0e3fbe79583e49d78f4f2777e9dfd8eaed6554520f5aff622b36b7d8bab6fea,Decentralized Expat Group,random hex-64,1,wss://groups.0xchat.com
e0e53c860659ecd78d60bf2d4fe1a976,Public Counter-Strike Community,random hex-32,1,wss://groups.0xchat.com
e162c71f089f1124,,random hex-16,1,wss://groups.satsdisco.com
e1c2eb596d4ac324f0cfc2e84f3f93ec2d7145f92e2f47171dd2afc469f6a7c3,dev,random hex-64,1,wss://groups.0xchat.com
e1cc34,groups.nip29.com,random hex-6,1,wss://groups.fiatjaf.com
e200f5254e5c5411,,random hex-16,1,wss://groups.yugoatobe.com
e23891,nsite,random hex-6,1,wss://groups.hzrd149.com
e26a7b458fb8dd9a79668f70e62fcb1129280773c5d9e727bb3efe7caa84b7f0,2月24日テスト,random hex-64,1,wss://groups.0xchat.com
e28ec9459fb09a607a17716acbfc7196a2c4c15567fb06d185b79dad6bb73092,Chingtam Capital,random hex-64,1,wss://groups.0xchat.com
e2e1e6n4kx,,random alnum,1,wss://groups.0xchat.com
e2e7ovfl13,,random alnum,1,wss://groups.0xchat.com
e2e98cs9al,,random alnum,1,wss://groups.0xchat.com
e2ecudn6g7,,random alnum,1,wss://groups.0xchat.com
e2eeokz8qk,,random alnum,1,wss://groups.0xchat.com
e2eobyhr7r,,random alnum,1,wss://groups.0xchat.com
e2ev5u946d,,random alnum,1,wss://groups.0xchat.com
e2evjccalz,,random alnum,1,wss://groups.0xchat.com
e303d38e391fe896b91e25f820411bf02e3161ed72cae922e052204b7ce617c4,54554545,random hex-64,1,wss://groups.0xchat.com
e307521707974a6003c5c744f6a30b0f5bff47e85f3bae25fd8e96c24e6d7704,V聚数字货币交流群,random hex-64,1,wss://groups.0xchat.com
e34f9f72d6dc435e41e1d1e5c1c5c595545ccb6beb16da0ee3733a3286bc6e59,THE UNCOUNTED PODCAST,random hex-64,1,wss://groups.0xchat.com
e37cc6eba3ca8d259fa996b5c5d4ce235dfadb7e6a5a3b1d59a3e39da28b02fc,Shenzhen Dragon Tendon Massage Spa,random hex-64,1,wss://groups.0xchat.com
e3820981b761b4ac25a8e4a1ef90c2bf3a965d46a4345dfab3b654d99affa9fa,Schola Cordis Iesu,random hex-64,1,wss://groups.0xchat.com
e3a9c169011e7f198c1bbf9c472ed077c33a15125de1816712570ea0fce683af,teste closed group,random hex-64,1,wss://groups.0xchat.com
e3b7d53b-b211-561e-9ccc-049858927c89,welcome-everyone,uuid,1,wss://buzz.chrisdoc.dev
e3c9f50a6c33fee0d22e20c78ee96717e19bde376a6b2f2c91561ed5064e7745,Nutz,random hex-64,1,wss://groups.0xchat.com
e402c400557a63ed48e05b8819300e6ab20c7622b0297d64d8d39227a2c3f550,Bitcoin-Abenteuer in El Salvador - Die NOSTR-Connection,random hex-64,1,wss://groups.0xchat.com
e41290d8af209549bd5fa2df07f1e5f0b649360b842bf481e2b6f60c1207dfb0,One Dream,random hex-64,1,wss://groups.0xchat.com
e44d6c961579c93c1764c3ce28709696964ba181c50167affec9b598116f3183,,random hex-64,1,wss://groups.0xchat.com
e48f2deaba89d994abff30837878f918a6c5fc8b39740a741e501b3258bb41d4,test4,random hex-64,1,wss://groups.0xchat.com
e4d324f61c9447cb7340738ef430e8f475fa0bb9da33a8cc67b67a6abafb3e16,Bitcoin Görlitz,random hex-64,1,wss://groups.0xchat.com
e4d87fd3a679226f,,random hex-16,1,wss://groups.0xchat.com
e55b900098bf475b99b86c9165d15cafe7fe23ed8d9e0971183370c3ffea0cdd,minsk.ruf,random hex-64,1,wss://groups.0xchat.com
e57109a4128be84d8418f98a5020d9c198363aa9504744a6bef000f8e8b1eedf,allenclosegroup,random hex-64,1,wss://groups.0xchat.com
e5a0f891a7566485f61313e914f9bae36a7799e8305e4b4a7585ff62d734dcb1,テスト21,random hex-64,1,wss://groups.yugoatobe.com
e5d12685ceae5eca,huga huga video,random hex-16,1,wss://groups.0xchat.com
e5db057faefdb981,,random hex-16,1,wss://groups.0xchat.com
e64aa1821f6fab51e6927f8eded9b95d8fb16461c132fc57f3ab6705a8900f02,新手村,random hex-64,1,wss://groups.0xchat.com
e6f9f6fc7f90c40689086159bb85e09fa69db810aa61e7abdda5e98ba606233c,Bitcoin Chatt,random hex-64,1,wss://groups.0xchat.com
e70eba76e2c04267266383c70b6866372f2c201087844c40be76f977429ea14a,Rely Management APIs Discussion,random hex-64,1,wss://groups.0xchat.com
e74c12a4bdc6c3ac522237f2f52a90f2e6e7fe3d8a6ccafd93e46d3e7cceb7ac,Dwadzieścia Jeden - Bitcoin Polska,random hex-64,1,wss://groups.0xchat.com
e7643ec99947f19a149cb71fa2e147e41c47f7e7100488debe28ef19536b7057,Meetup Remstal,random hex-64,1,wss://groups.0xchat.com
e789c39408bc49d2f8fff05e3d5b3027e6741be30f96dcd2cc755ec369410e40,Barcelona Nostr ++,random hex-64,1,wss://groups.0xchat.com
e7f7b4e53d86a9a9438b0cb23da1a674,Vends VOD/Albums 🇨🇵,random hex-32,1,wss://groups.0xchat.com
e83f2dfbf4daa838,,random hex-16,1,wss://groups.0xchat.com
e8703d,MicroPythonOS,random hex-6,1,key:00bb97ab
e8776bf01a888acd,,random hex-16,1,wss://groups.yugoatobe.com
e879cfb15cf23de50395ebc56a825f8eda28af95b3930aa76e20dfea59e198da,Ukraine,random hex-64,1,wss://groups.0xchat.com
e87a02d0a33a6af56c820665074afaf00874e2c3c123548bc869d3ded9680449,Orthodox Christianity,random hex-64,1,wss://groups.0xchat.com
e90f51060d750f08b52088c93ced21fe5eb1c27c8caefd68ba4365c69fe8486b,test-closed-group,random hex-64,1,wss://groups.0xchat.com
e9263a361a4d54f1,,random hex-16,1,wss://groups.yugoatobe.com
e92d6c37d98f4342,,random hex-16,1,wss://groups.0xchat.com
e967303001bbd1db5837faa01f6d08b99f6c1ece2030bc812c60690b96beca5c,Test,random hex-64,1,wss://groups.0xchat.com
e9XqTB6uwaorzpcp,Nostr Quiz jp,random alnum,1,wss://relay29.notoshi.win
e9bdf136a12b9f6d9cbd64d46b9fe23f9fe0a9b649f7c8e86e88a42b2d9bc3d3,Crypto Trading & News,random hex-64,1,wss://groups.0xchat.com
e9c77d61be2e2027f13002477a8832d072d8a641dd0a46e022852b329b5ac4b3,testclosedgroup,random hex-64,1,wss://groups.0xchat.com
e9d658ddf8e4171bc11f05259bb99affa52028ef573e5b1e895f6a527274b5a8,Test group on 0xchat,random hex-64,1,wss://groups.0xchat.com
e9e404ad045173dc,,random hex-16,1,wss://groups.satsdisco.com
e9ladxbwX4M7bKY0,mlg,random alnum,1,wss://groups.0xchat.com
ea19b9e6ee94121ececd9e6f2a54979f53ad7cf7988823dfb16cdecc1f99f63d,,random hex-64,1,wss://groups.0xchat.com
ea54ed918cde7d37,blabla,random hex-16,1,wss://pipe.imwald.eu
ea6f0d98db692b49d3ef264507314e4d05d30535896876da5f4a864f170fdbbe,The Holstein House Group,random hex-64,1,wss://groups.0xchat.com
ea7f42f92082db90bb17cf50be06b1fbf54ce9746c2fabfedbc0620f21009302,MedSchlr ,random hex-64,1,wss://groups.0xchat.com
eb2b830ede5f59e53f8559a6f279ac1ea72df38857a3e4f8935571a1b24059b3,Open group test,random hex-64,1,wss://groups.0xchat.com
eb401752a7499baeb91974dc9e5e11f891f369750a0d73222530c1af0b8f609e,test,random hex-64,1,wss://groups.0xchat.com
eb406cce18fcd63777231c73898aea7dd5b4516d2a748c85f51f2158af191a70,公开群🍟煤老板🍟,random hex-64,1,wss://groups.0xchat.com
eb58e5e9e20730cfbc8d7ba07f9c03130b5655e64c197fd665a7fd1a872907d1,xingGroup,random hex-64,1,wss://groups.0xchat.com
eb6257ee82a23fd6bda7b96170148d3589e796b98afeb8107a34ac0e9926b886,Titcoin & Bitcoin Maximalists,random hex-64,1,wss://groups.0xchat.com
eb6c71c160f004ff581553d5e0c54abbc0d17a0fbd48823c454d332721422c73,,random hex-64,1,wss://groups.0xchat.com
eb7040eaa5505d3f6b26b2b8dc4d004be8f3a9423cdbc18878d10c331778cde6,test remove self ,random hex-64,1,wss://groups.0xchat.com
ebab10588023943358b8e5c3255603c3b945145dcd780a7800923f0e96be98e1,,random hex-64,1,wss://groups.0xchat.com
ebe097abe0b53b001d58e211fc17a1c175dc9477d9d8853a98569335d27ec072,,random hex-64,1,wss://groups.0xchat.com
ebocu8EeVSTW5cLb,Test1234,random alnum,1,wss://groups.0xchat.com
ec55fa0d8ad55212,My own group,random hex-16,1,wss://groups.0xchat.com
ec5f184b5f6813bb97df558f394f4a62d4b3ea96a77e849d64916cd4432a04d2,₿itcoin Supremacy 🏴,random hex-64,1,wss://groups.0xchat.com
ec66c95e1738169f273d70dbc529e7f44ddbba4e6a8dfcef02abe8000a4c7fbb,Stardust 👥 [ Group | NIP-29 ],random hex-64,1,wss://groups.0xchat.com
ec90af,red,random hex-6,1,wss://groups.fiatjaf.com
ecash,eCash Optimists,human-readable slug,1,wss://chat.wisp.talk
eceacb6d14d326343eb6706d3052791cc480211a68d0f1a8251edaaf19fc2f21,nsec1wf2wl280adgzjgxt86huk55ympyg5ylg7ddmz99zj4kyf6lal34scvpuyr,random hex-64,1,wss://groups.0xchat.com
eceb216ae5f88d3a9efc902ba274bb14ea28f8c31d9054ee1d6646244da1af2a,Bitcoin non-dom,random hex-64,1,wss://groups.0xchat.com
echorune,echorune,human-readable slug,1,wss://groups.0xchat.com
ed40e510d7d64609aa9862ba6c2ca979,[deleted],random hex-32,1,wss://pyramid.fiatjaf.com
ee249c31f33bf5f76031eda43660a92580ea3d95c5684a6133c29f568c30e11c,Carnivore Pill [Dr. Fernando Morales],random hex-64,1,wss://groups.0xchat.com
eeb43d4b1017b5d6582e4995258cdc24acafbc7f1a7e4588d8a9a988a07e4cda,Nostr Chat,random hex-64,1,wss://groups.0xchat.com
eekudayr,Wellbeing,human-readable slug,1,wss://relay.scuba323.com
ef308255bd20568e,,random hex-16,1,wss://groups.0xchat.com
ef3f74e13b85c6669fc9e3ad0e58ddabbcd6fddcfb0a9825c30ceac2a66033bb,<INACTIVE>,random hex-64,1,wss://groups.0xchat.com
efdfd45d1daa39a9b67a52cd756f8c8485bcc3446beef87cfeb4a21f36da56cc,nam,random hex-64,1,wss://groups.0xchat.com
efoygigr,Private Room,human-readable slug,1,wss://squalk-pyramid.dtonon.com
egkilw523nds8mqlfh3de,,human-readable slug,1,wss://groups.0xchat.com
ek-31abac13f2effdc4,,human-readable slug,1,wss://groups.0xchat.com
ek-43df2b031b07d416,dele soon,human-readable slug,1,wss://groups.0xchat.com
ek-49e5954ecbe76b97,,human-readable slug,1,wss://groups.0xchat.com
ek-684c5465cd92d022,ioswss,human-readable slug,1,wss://groups.0xchat.com
ek-88dfb65be4201dfe,poiu,human-readable slug,1,wss://groups.0xchat.com
ek-8bf5e7e1ecf7c8d9,6565877,human-readable slug,1,wss://groups.0xchat.com
ek-a8288160d0273f36,09090909,human-readable slug,1,wss://groups.0xchat.com
ek-cc18caa159cbef75,,human-readable slug,1,wss://groups.0xchat.com
ek-cdeff433f9d63028,Public group,human-readable slug,1,wss://groups.0xchat.com
ek-d8df7913ff19f5b7,polikop,human-readable slug,1,wss://groups.0xchat.com
ek-ff7299f7b296f163,ioioioio,human-readable slug,1,wss://groups.0xchat.com
ek-probe-1781697316260,,human-readable slug,1,wss://groups.0xchat.com
el9btbsybkkd,new testing channel,random alnum,1,wss://groups.0xchat.com
elbe-hiking-crew,Elbe Hiking Crew,human-readable slug,1,wss://groups.0xchat.com
epZ7WaEESmj9Ic7H,Muslim,random alnum,1,wss://groups.0xchat.com
etreeshiagl,voice,random letters,1,wss://relay.scuba323.com
example-124-4567,,human-readable slug,1,wss://groups.0xchat.com
ey3m0kj3m75qvet223w0,,human-readable slug,1,wss://groups.0xchat.com
eysoughblarghsko,,human-readable slug,1,wss://spatia-arcana.com
ezYoAkj8A8o130tY,Nostr-PHP,random alnum,1,wss://inner.sebastix.social
f003fdaf80e79d1c83178145dc0b466aa80341b32b51257f5988f7f0a22cf377,,random hex-64,1,wss://groups.0xchat.com
f01cfbfba7dc8a8af1c0a4d997c85499a712f9b86a9fa179f200efbcfee5c0a6,サトシテスト2,random hex-64,1,wss://groups.0xchat.com
f063d331242e16dbb18547336c86059788b629da4b62e9c62613f725dd8e9e02,LSF,random hex-64,1,wss://groups.0xchat.com
f0caeb346f330ea6b45f3a31566a0ca3d6c12604f0fcbc30afba2f8acf385660,COFFEE PRIVÉ 82,random hex-64,1,wss://groups.0xchat.com
f1171c7514fa508bb3fd36175f690c122dfb9e21cd1bf825c79bb44f356dc512,Tokyo Nostriches,random hex-64,1,wss://groups.0xchat.com
